index	Journal	Article Title	Year	Affiliation	Country
6100	International journal of systematic and evolutionary microbiology	Laceyella tengchongensis sp. nov., a thermophile isolated from soil of a volcano.	2010	The Key Laboratory for Microbial Resources of the Ministry of Education, People's Republic of China.	china
6101	International journal of systematic and evolutionary microbiology	Proteiniclasticum ruminis gen. nov., sp. nov., a strictly anaerobic proteolytic bacterium isolated from yak rumen.	2010	Institute of Microbiology, Chinese Academy of Sciences, Beijing 100101, People's Republic of China.	china
6102	International journal of systematic and evolutionary microbiology	Clostridium arbusti sp. nov., an anaerobic bacterium isolated from pear orchard soil.	2010	Korean Collection for Type Cultures, Biological Resource Center, KRIBB, Daejeon 305-806, Republic of Korea.	south korea
6103	International journal of systematic and evolutionary microbiology	Nocardia mikamii sp. nov., isolated from human pulmonary infections in the USA.	2010	Bacterial Zoonoses Branch, Division of Foodborne, Bacterial, and Mycotic Diseases National Center for Zoonotic, Vector-borne, and Enteric Diseases, Centers for Disease Control and Prevention, Atlanta, GA 30333, USA.	united states of america
6104	International journal of systematic and evolutionary microbiology	Cohnella thailandensis sp. nov., a xylanolytic bacterium from Thai soil.	2010	Department of Microbiology, Faculty of Pharmaceutical Sciences, Chulalongkorn University, Bangkok 10330, Thailand.	thailand
6105	International journal of systematic and evolutionary microbiology	Phylogeny and differentiation of species of the genus Gluconacetobacter and related taxa based on multilocus sequence analyses of housekeeping genes and reclassification of Acetobacter xylinus subsp. sucrofermentans as Gluconacetobacter sucrofermentans (Toyosaki et al. 1996) sp. nov., comb. nov.	2010	BCCM/LMG Bacteria Collection, Faculty of Sciences, Ghent University, K. L. Ledeganckstraat 35, B-9000 Ghent, Belgium. ilse.cleenwerck@ugent.be	belgium
6106	International journal of systematic and evolutionary microbiology	Nocardioides mesophilus sp. nov., isolated from soil.	2010	National Institute for Interdisciplinary Science and Technology (CSIR), Thiruvananthpuram-695019, India.	india
6107	International journal of systematic and evolutionary microbiology	Salinimicrobium marinum sp. nov., a halophilic bacterium of the family Flavobacteriaceae, and emended descriptions of the genus Salinimicrobium and Salinimicrobium catena.	2010	Pacific Institute of Bioorganic Chemistry of the Far-Eastern Branch of the Russian Academy of Sciences, Pr. 100 Let Vladivostoku 159, 690022, Vladivostok, Russia. olganedashkovska@yahoo.com	russia
6108	International journal of systematic and evolutionary microbiology	Euzebya tangerina gen. nov., sp. nov., a deeply branching marine actinobacterium isolated from the sea cucumber Holothuria edulis, and proposal of Euzebyaceae fam. nov., Euzebyales ord. nov. and Nitriliruptoridae subclassis nov.	2010	Institute of Molecular and Cellular Biosciences, The University of Tokyo, Bunkyo-ku, Tokyo 113-0032, Japan. kuramido@iam.u-tokyo.ac.jp	japan
6109	International journal of systematic and evolutionary microbiology	Revival and emended description of 'Mycobacterium paraffinicum' Davis, Chase and Raymond 1956 as Mycobacterium paraffinicum sp. nov., nom. rev.	2010	Mycobacteriology Branch, Division of Tuberculosis Elimination, Centers for Disease Control and Prevention, Atlanta, GA, USA.	united states of america
6110	International journal of systematic and evolutionary microbiology	Shewanella corallii sp. nov., a marine bacterium isolated from a Red Sea coral.	2010	Unit of Environmental Engineering, Ben-Gurion University of the Negev, Beer-Sheva 84105, Israel.	israel
6111	International journal of systematic and evolutionary microbiology	Aquimarina macrocephali sp. nov., isolated from sediment adjacent to sperm whale carcasses.	2010	Institute of Biogeosciences (BioGeos), Japan Agency for Marine-Earth Science and Technology (JAMSTEC), Yokosuka 237-0061, Japan.	japan
6112	International journal of systematic and evolutionary microbiology	Flavobacterium glycines sp. nov., a facultative methylotroph isolated from the rhizosphere of soybean.	2010	Department of Agricultural Microbiology, Tamilnadu Agricultural University, Coimbatore, Tamilnadu, India. mmadhaiyan@hotmail.com	india
6113	International journal of systematic and evolutionary microbiology	Pontibaca methylaminivorans gen. nov., sp. nov., a member of the family Rhodobacteraceae.	2010	Korea Research Institute of Bioscience and Biotechnology, Daejeon, Republic of Korea.	south korea
6114	International journal of systematic and evolutionary microbiology	Vagococcus penaei sp. nov., isolated from spoilage microbiota of cooked shrimp (Penaeus vannamei).	2010	UMR INRA 1014 SECALIM ENITIAA, Nantes Cedex 3, France.	france
6115	International journal of systematic and evolutionary microbiology	Paenibacillus prosopidis sp. nov., isolated from the nodules of Prosopis farcta.	2010	Instituto de Recursos Naturales y Agrobiología de Salamanca, Consejo Superior de Investigaciones Científicas, Salamanca, Spain.	spain
6116	International journal of systematic and evolutionary microbiology	Pseudoalteromonas lipolytica sp. nov., isolated from the Yangtze River estuary.	2010	Laboratory of Marine Ecosystem and Biogeochemistry, State Oceanic Administration, Hangzhou, People's Republic of China. xuxu@sio.org.cn	china
6117	International journal of systematic and evolutionary microbiology	Bacillus rigui sp. nov., isolated from wetland fresh water.	2010	Department of Biology, Sunchon National University, Suncheon 540-742, Republic of Korea.	south korea
6118	International journal of systematic and evolutionary microbiology	Alishewanella agri sp. nov., isolated from landfill soil.	2010	Department of Life and Nanopharmaceutical Sciences, Kyung Hee University, Seoul 130-701, Republic of Korea.	south korea
6119	International journal of systematic and evolutionary microbiology	Weissella beninensis sp. nov., a motile lactic acid bacterium from submerged cassava fermentations, and emended description of the genus Weissella.	2010	Departement de Nutrition et Sciences Alimentaires, Université d'Abomey-Calavi, Cotonou, Bénin.	benin
6120	International journal of systematic and evolutionary microbiology	Erythrobacter nanhaisediminis sp. nov., isolated from marine sediment of the South China Sea.	2010	College of Biological Sciences, China Agricultural University, Beijing 100193, People's Republic of China.	china
6121	Extremophiles : life under extreme conditions	Novel ultramicrobacterial isolates from a deep Greenland ice core represent a proposed new species, Chryseobacterium greenlandense sp. nov.	2010	Department of Biochemistry and Molecular Biology, The Pennsylvania State University, 211 South Frear Bldg., University Park, PA 16802, USA. jxl26@psu.edu	united states of america
6122	International journal of systematic and evolutionary microbiology	Amycolatopsis xylanica sp. nov., isolated from soil.	2010	Institute of Medicinal Biotechnology, Chinese Academy of Medical Sciences, Beijing, People's Republic of China.	china
6123	International journal of systematic and evolutionary microbiology	Brevundimonas vancanneytii sp. nov., isolated from blood of a patient with endocarditis.	2010	Helmholtz Center for Infection Research, Chemical Microbiology, Inhoffenstrasse 7, 38124 Braunschweig, Germany.	germany
6124	International journal of systematic and evolutionary microbiology	Marmoricola scoriae sp. nov., isolated from volcanic ash.	2010	Department of Science Education, Jeju National University, Jeju 690-756, Republic of Korea.	south korea
6125	International journal of systematic and evolutionary microbiology	Haloechinothrix alba gen. nov., sp. nov., a halophilic, filamentous actinomycete of the suborder Pseudonocardineae.	2010	Yunnan Institute of Microbiology, Yunnan University, Kunming 650091, People's Republic of China.	china
6126	International journal of systematic and evolutionary microbiology	Arthrobacter alpinus sp. nov., a psychrophilic bacterium isolated from alpine soil.	2010	Institute of Microbiology, University of Innsbruck, Technikerstrasse 25, A-6020 Innsbruck, Austria.	austria
6127	Wei sheng wu xue bao = Acta microbiologica Sinica	Isolation and identification of a new radiation-resistant bacterium Deinococcus guangriensis sp.nov. and analysis of its radioresistant character.	2009	College of Life Science and Technology of Guangxi University, Key Laboratory of Education Ministry for Microbial and Plant Genetic Engineering, Guangxi Key Laboratory of Subtropical Bio-resource Conservation and Utilization, Nanning 530005, China. genesjh@gmail.com	china
6128	Systematic and applied microbiology	Roseomonas aestuarii sp. nov., a bacteriochlorophyll-a containing alphaproteobacterium isolated from an estuarine habitat of India.	2010	Department of Plant Sciences, School of Life Sciences, University of Hyderabad, P.O. Central University, Hyderabad 500 046, India.	india
6129	International journal of systematic and evolutionary microbiology	Pseudomonas taiwanensis sp. nov., isolated from soil.	2010	Bioresource Collection and Research Center, Food Industry Research and Development Institute, Hsinchu 30099, Taiwan, Republic of China.	taiwan
6130	International journal of systematic and evolutionary microbiology	Thalassobacillus hwangdonensis sp. nov., isolated from a tidal flat sediment.	2010	Korea Research Institute of Bioscience and Biotechnology, Yusong, Taejon, Republic of Korea.	south korea
6131	International journal of systematic and evolutionary microbiology	Rhodobacter johrii sp. nov., an endospore-producing cryptic species isolated from semi-arid tropical soils.	2010	Bacterial Discovery Laboratory and Resource Centre, Centre for Environment, JNT University, Kukatpally, Hyderabad 500 085, India.	india
6132	International journal of systematic and evolutionary microbiology	Haloactinobacterium album gen. nov., sp. nov., a halophilic actinobacterium, and proposal of Ruaniaceae fam. nov.	2010	Yunnan Institute of Microbiology, Yunnan University, Kunming, People's Republic of China.	china
6133	International journal of systematic and evolutionary microbiology	Caldithrix palaeochoryensis sp. nov., a thermophilic, anaerobic, chemo-organotrophic bacterium from a geothermally heated sediment, and emended description of the genus Caldithrix.	2010	Winogradsky Institute of Microbiology, Russian Academy of Sciences, Moscow, Russia. alfamirr@mail.ru	russia
6134	Journal of microbiology (Seoul, Korea)	Paenibacillus pinihumi sp. nov., a cellulolytic bacterium isolated from the rhizosphere of Pinus densiflora.	2009	Biological Resources Center, KRIBB, Daejeon, Republic of Korea.	south korea
6135	Journal of microbiology (Seoul, Korea)	Paenibacillus filicis sp. nov., isolated from the rhizosphere of the fern.	2009	Biological Resources Center, KRIBB, Daejeon, Republic of Korea.	south korea
6136	Journal of microbiology (Seoul, Korea)	Antarcticimonas flava gen. nov., sp. nov., isolated from Antarctic coastal seawater.	2009	Division of Biology and Ocean Sciences, Inha University, Incheon, Republic of Korea.	south korea
6137	Journal of clinical microbiology	Delineation of a new species of the Borrelia burgdorferi Sensu Lato Complex, Borrelia americana sp. nov.	2009	Georgia Southern University, James H.Oliver, Jr Institute of Arthropodology and Parasitology, Statesboro, Georgia 30460-8056, USA. natasha@paru.cas.cz	united states of america
6138	International journal of systematic and evolutionary microbiology	Planotetraspora kaengkrachanensis sp. nov. and Planotetraspora phitsanulokensis sp. nov., isolated from soil.	2010	Faculty of Science, Kasetsart University, Bangkok 10900, Thailand.	thailand
